,Date,mean_hel,mean_rov,mean_tam,Consumption,mean_temp,workday,month,day,year,trend,l1,l2,log_consumption,l1_log,l2_log
806,2025-11-07,10.458333333333334,-1.0541666666666667,7.5874999999999995,229487.5575,5.663888888888889,True,11,4,2025,806,236540.2175,235294.1225,12.343604091326739,12.3738735253109,12.368591595652948
807,2025-11-08,9.241666666666667,-3.1166666666666667,6.879166666666666,223742.91999999998,4.334722222222222,False,11,5,2025,807,229487.5575,236540.2175,12.318252993178367,12.343604091326739,12.3738735253109
808,2025-11-09,8.137500000000001,-1.6541666666666668,6.679166666666667,229877.99,4.3875,False,11,6,2025,808,223742.91999999998,229487.5575,12.34530396889109,12.318252993178367,12.343604091326739
809,2025-11-10,5.170833333333333,-5.316666666666666,1.3833333333333335,239463.6025,0.41250000000000014,True,11,0,2025,809,229877.99,223742.91999999998,12.386156711423936,12.34530396889109,12.318252993178367
810,2025-11-11,5.570833333333333,-8.933333333333334,3.4625,245489.985,0.03333333333333307,True,11,1,2025,810,239463.6025,229877.99,12.41101143108725,12.386156711423936,12.34530396889109
811,2025-11-12,8.333333333333334,-1.9625000000000001,7.1125,253582.7,4.4944444444444445,True,11,2,2025,811,245489.985,239463.6025,12.443445281552663,12.41101143108725,12.386156711423936
812,2025-11-13,9.508333333333333,-0.5041666666666667,7.7124999999999995,253057.7425,5.572222222222222,True,11,3,2025,812,253582.7,245489.985,12.44137297289417,12.443445281552663,12.41101143108725
813,2025-11-14,2.8625000000000003,-4.3999999999999995,1.0125,264314.9625,-0.17499999999999974,True,11,4,2025,813,253057.7425,253582.7,12.48489671079476,12.44137297289417,12.443445281552663
814,2025-11-15,0.5521739130434782,-10.265217391304347,-0.24782608695652175,268857.6521739131,-3.3202898550724633,False,11,5,2025,814,264314.9625,253057.7425,12.50193734444729,12.48489671079476,12.44137297289417
815,2025-11-16,5.008333333333334,-11.033333333333333,2.5124999999999997,244477.0025,-1.1708333333333332,False,11,6,2025,815,268857.6521739131,264314.9625,12.406876524168506,12.50193734444729,12.48489671079476
816,2025-11-17,2.908333333333333,-17.2375,1.3708333333333333,259082.51,-4.319444444444445,True,11,0,2025,816,244477.0025,268857.6521739131,12.464901861377143,12.406876524168506,12.50193734444729
817,2025-11-18,-1.375,-11.775,-2.795833333333333,270016.575,-5.315277777777777,True,11,1,2025,817,259082.51,244477.0025,12.50623862498518,12.464901861377143,12.406876524168506
818,2025-11-19,-4.016666666666667,-15.433333333333332,-2.9916666666666667,279030.525,-7.480555555555555,True,11,2,2025,818,270016.575,259082.51,12.539076463420969,12.50623862498518,12.464901861377143
819,2025-11-20,1.7125000000000001,-19.329166666666666,-0.7916666666666666,272605.35,-6.136111111111112,True,11,3,2025,819,279030.525,270016.575,12.51578042387737,12.539076463420969,12.50623862498518
820,2025-11-21,2.2083333333333335,-18.349999999999998,0.12083333333333335,263500.1825,-5.340277777777778,True,11,4,2025,820,272605.35,279030.525,12.481809339562934,12.51578042387737,12.539076463420969
821,2025-11-22,0.6041666666666669,-17.466666666666665,-2.716666666666667,282461.45,-6.526388888888889,False,11,5,2025,821,263500.1825,272605.35,12.551297360080104,12.481809339562934,12.51578042387737
822,2025-11-23,6.1375,-9.858333333333333,3.9916666666666667,248103.95500000002,0.09027777777777812,False,11,6,2025,822,282461.45,263500.1825,12.421603110705595,12.551297360080104,12.481809339562934
823,2025-11-24,4.029166666666667,-9.016666666666667,2.2583333333333333,249922.26750000002,-0.9097222222222224,True,11,0,2025,823,248103.95500000002,282461.45,12.428905218495629,12.421603110705595,12.551297360080104
824,2025-11-25,-0.21250000000000005,-16.825,-2.058333333333333,265590.9775,-6.365277777777777,True,11,1,2025,824,249922.26750000002,248103.95500000002,12.489712725751389,12.428905218495629,12.421603110705595
825,2025-11-26,-2.6750000000000003,-12.612499999999999,-1.6375,297249.275,-5.641666666666667,True,11,2,2025,825,265590.9775,249922.26750000002,12.602326375525664,12.489712725751389,12.428905218495629
826,2025-11-27,-0.3625,-3.525,-1.0916666666666666,298350.45,-1.659722222222222,True,11,3,2025,826,297249.275,265590.9775,12.606024081244717,12.602326375525664,12.489712725751389
827,2025-11-28,6.3999999999999995,0.35000000000000003,5.1875,275524.8,3.9791666666666665,True,11,4,2025,827,298350.45,297249.275,12.526432921672535,12.606024081244717,12.602326375525664
828,2025-11-29,6.8875,3.108333333333333,6.704166666666667,253204.6125,5.566666666666666,False,11,5,2025,828,275524.8,298350.45,12.441953185910878,12.526432921672535,12.606024081244717
829,2025-11-30,6.929166666666667,-0.35000000000000003,4.308333333333334,248785.85499999998,3.629166666666667,False,11,6,2025,829,253204.6125,275524.8,12.424347785337083,12.441953185910878,12.526432921672535
830,2025-12-01,4.466666666666667,-5.066666666666666,3.6999999999999997,259491.0725,1.0333333333333334,True,12,0,2025,830,248785.85499999998,253204.6125,12.466477578298798,12.424347785337083,12.441953185910878
831,2025-12-02,6.1000000000000005,-10.095833333333333,4.4375,265882.705,0.14722222222222245,True,12,1,2025,831,259491.0725,248785.85499999998,12.490810531866366,12.466477578298798,12.424347785337083
832,2025-12-03,5.0,0.7958333333333334,5.308333333333334,265341.8,3.7013888888888893,True,12,2,2025,832,265882.705,259491.0725,12.48877408519705,12.490810531866366,12.466477578298798
833,2025-12-04,3.3083333333333336,1.0208333333333333,2.983333333333333,252556.28,2.4375,True,12,3,2025,833,265341.8,265882.705,12.439389393950131,12.48877408519705,12.490810531866366
834,2025-12-05,5.086363636363637,-1.6954545454545453,3.2409090909090907,244116.97090909092,2.210606060606061,True,12,4,2025,834,252556.28,265341.8,12.40540277837684,12.439389393950131,12.48877408519705
835,2025-12-06,5.6875,-1.3125,3.779166666666667,254297.21250000002,2.7180555555555554,False,12,5,2025,835,244116.97090909092,252556.28,12.446258989887294,12.40540277837684,12.439389393950131
836,2025-12-07,4.1499999999999995,-3.6333333333333333,3.0375,256312.5,1.184722222222222,False,12,6,2025,836,254297.21250000002,244116.97090909092,12.454152682134415,12.446258989887294,12.40540277837684
837,2025-12-08,3.6625,-4.766666666666667,2.5166666666666666,266991.965,0.4708333333333334,True,12,0,2025,837,256312.5,254297.21250000002,12.494973843296606,12.454152682134415,12.446258989887294
838,2025-12-09,5.7749999999999995,-5.220833333333333,2.7916666666666665,252598.52750000003,1.1152777777777776,True,12,1,2025,838,266991.965,256312.5,12.439556659507032,12.494973843296606,12.454152682134415
839,2025-12-10,2.7875,-3.533333333333333,0.4708333333333334,266007.0775,-0.09166666666666658,True,12,2,2025,839,252598.52750000003,266991.965,12.491278194552729,12.439556659507032,12.494973843296606
840,2025-12-11,6.9375,-5.966666666666666,3.0041666666666664,261872.375,1.3250000000000002,True,12,3,2025,840,266007.0775,252598.52750000003,12.475612545741951,12.491278194552729,12.439556659507032
841,2025-12-12,-1.0666666666666667,-16.216666666666665,-2.954166666666667,282483.825,-6.745833333333333,True,12,4,2025,841,261872.375,266007.0775,12.551376571292241,12.475612545741951,12.491278194552729
842,2025-12-13,-3.266666666666667,-22.145833333333332,-4.270833333333333,289181.075,-9.894444444444444,False,12,5,2025,842,282483.825,261872.375,12.574808327983051,12.551376571292241,12.475612545741951
843,2025-12-14,0.1375,-9.325,-2.1041666666666665,289536.625,-3.763888888888889,False,12,6,2025,843,289181.075,282483.825,12.576037079219569,12.574808327983051,12.551376571292241
844,2025-12-15,5.329166666666667,-4.941666666666666,2.8375,279864.525,1.075,True,12,0,2025,844,289536.625,289181.075,12.542060925777676,12.576037079219569,12.574808327983051
845,2025-12-16,6.783333333333334,-4.458333333333333,5.5125,257393.1125,2.6125000000000003,True,12,1,2025,845,279864.525,289536.625,12.458359815821904,12.542060925777676,12.576037079219569
846,2025-12-17,6.425,-1.3416666666666668,5.229166666666667,265757.25,3.4375,True,12,2,2025,846,257393.1125,279864.525,12.490338577111466,12.458359815821904,12.542060925777676
847,2025-12-18,5.245833333333333,-1.9583333333333333,3.0416666666666665,273594.2,2.109722222222222,True,12,3,2025,847,265757.25,257393.1125,12.519401265675425,12.490338577111466,12.458359815821904
848,2025-12-19,6.108333333333333,0.45416666666666666,6.166666666666667,265361.7775,4.243055555555556,True,12,4,2025,848,273594.2,265757.25,12.488849372045891,12.519401265675425,12.490338577111466
849,2025-12-20,7.0125,1.2208333333333334,6.0125,251114.35750000004,4.748611111111111,False,12,5,2025,849,265361.7775,273594.2,12.433663721926028,12.488849372045891,12.519401265675425
850,2025-12-21,4.345833333333333,-3.5416666666666665,3.095833333333333,250249.73000000004,1.3,False,12,6,2025,850,251114.35750000004,265361.7775,12.430214618255807,12.433663721926028,12.488849372045891
851,2025-12-22,0.45,-12.225,-0.012499999999999992,261304.885,-3.9291666666666667,True,12,0,2025,851,250249.73000000004,251114.35750000004,12.47344314632056,12.430214618255807,12.433663721926028
852,2025-12-23,-4.6125,-13.908333333333333,-5.3,278787.325,-7.940277777777777,True,12,1,2025,852,261304.885,250249.73000000004,12.538204494137773,12.47344314632056,12.430214618255807
853,2025-12-24,-1.5750000000000002,-14.070833333333333,-1.1375,258097.46250000002,-5.594444444444444,False,12,2,2025,853,278787.325,261304.885,12.461092554197702,12.538204494137773,12.47344314632056
854,2025-12-25,3.9416666666666664,-3.2416666666666667,4.6000000000000005,236196.68,1.7666666666666668,False,12,3,2025,854,258097.46250000002,278787.325,12.37242012676177,12.461092554197702,12.538204494137773
855,2025-12-26,2.8000000000000003,-4.683333333333334,3.8874999999999997,239900.665,0.6680555555555555,False,12,4,2025,855,236196.68,258097.46250000002,12.387980220812272,12.37242012676177,12.461092554197702
856,2025-12-27,2.316666666666667,-1.6875,1.7625,242298.58,0.7972222222222222,False,12,5,2025,856,239900.665,236196.68,12.397926046283937,12.387980220812272,12.37242012676177
857,2025-12-28,-0.07083333333333332,-5.383333333333333,-0.31666666666666665,262316.25,-1.923611111111111,False,12,6,2025,857,242298.58,239900.665,12.477306115899422,12.397926046283937,12.387980220812272
858,2025-12-29,-0.8125,-6.608333333333333,-0.9416666666666668,289055.3,-2.7875,True,12,0,2025,858,262316.25,242298.58,12.574373298270562,12.477306115899422,12.397926046283937
859,2025-12-30,-4.208333333333333,-11.895833333333334,-3.5041666666666664,299849.425,-6.536111111111111,True,12,1,2025,859,289055.3,262316.25,12.611035710969338,12.574373298270562,12.477306115899422
860,2025-12-31,-9.382608695652175,-23.23913043478261,-8.247826086956522,306097.8521739131,-13.623188405797102,True,12,2,2025,860,299849.425,289055.3,12.631660108162441,12.611035710969338,12.574373298270562
861,2026-01-01,-9.358333333333333,-22.34583333333333,-10.283333333333333,315184.975,-13.995833333333332,False,1,3,2026,861,306097.8521739131,299849.425,12.66091496768249,12.631660108162441,12.611035710969338
862,2026-01-02,-3.904166666666667,-19.3125,-10.487499999999999,316699.775,-11.234722222222222,True,1,4,2026,862,315184.975,306097.8521739131,12.665709522074948,12.66091496768249,12.631660108162441
863,2026-01-03,-6.25,-28.420833333333334,-9.345833333333333,308301.075,-14.672222222222222,False,1,5,2026,863,316699.775,315184.975,12.638832100731607,12.665709522074948,12.66091496768249
864,2026-01-04,-11.09047619047619,-26.961904761904766,-14.885714285714286,312387.4571428572,-17.64603174603175,False,1,6,2026,864,308301.075,316699.775,12.651999546150781,12.638832100731607,12.665709522074948
865,2026-01-05,-15.711111111111112,-21.200000000000003,-13.994444444444445,322936.7333333333,-16.96851851851852,True,1,0,2026,865,312387.4571428572,308301.075,12.685211710986337,12.651999546150781,12.638832100731607
866,2026-01-06,-9.480952380952381,-24.51904761904762,-9.938095238095238,310730.85714285716,-14.646031746031746,False,1,1,2026,866,322936.7333333333,312387.4571428572,12.64668240536077,12.685211710986337,12.651999546150781
867,2026-01-07,-5.199999999999999,-26.69090909090909,-8.149999999999999,322945.7727272727,-13.346969696969696,True,1,2,2026,867,310730.85714285716,322936.7333333333,12.68523970181704,12.64668240536077,12.685211710986337
868,2026-01-08,-12.235,-29.73,-13.985,351310.29000000004,-18.650000000000002,True,1,3,2026,868,322945.7727272727,310730.85714285716,12.769425129029038,12.68523970181704,12.64668240536077
869,2026-01-09,-13.27142857142857,-31.26666666666667,-16.51904761904762,352830.5714285714,-20.35238095238095,True,1,4,2026,869,351310.29000000004,322945.7727272727,12.77374325306966,12.769425129029038,12.68523970181704
870,2026-01-10,-10.754166666666668,-32.166666666666664,-12.725,338919.35,-18.54861111111111,False,1,5,2026,870,352830.5714285714,351310.29000000004,12.73351745245384,12.77374325306966,12.769425129029038
871,2026-01-11,-6.675,-29.758333333333336,-6.7375,310599.025,-14.390277777777778,False,1,6,2026,871,338919.35,352830.5714285714,12.646258050606157,12.73351745245384,12.77374325306966
872,2026-01-12,-6.191666666666666,-26.75,-7.579166666666667,314225.925,-13.506944444444443,True,1,0,2026,872,310599.025,338919.35,12.657867512539204,12.646258050606157,12.73351745245384
873,2026-01-13,-5.0375000000000005,-13.633333333333333,-7.5375000000000005,306014.775,-8.736111111111112,True,1,1,2026,873,314225.925,310599.025,12.631388664082593,12.657867512539204,12.646258050606157
874,2026-01-14,-4.4875,-13.862499999999999,-7.045833333333333,314234.4,-8.465277777777777,True,1,2,2026,874,306014.775,314225.925,12.657894483215516,12.631388664082593,12.657867512539204
875,2026-01-15,-5.258333333333334,-8.9375,-6.020833333333333,306264.9,-6.738888888888888,True,1,3,2026,875,314234.4,306014.775,12.632205692718777,12.657894483215516,12.631388664082593
876,2026-01-16,-1.6166666666666665,-5.4750000000000005,-1.075,305401.775,-2.722222222222222,True,1,4,2026,876,306264.9,314234.4,12.62938348379955,12.632205692718777,12.657894483215516
877,2026-01-17,-3.0583333333333336,-0.3958333333333333,-1.8833333333333335,290150.625,-1.7791666666666668,False,1,5,2026,877,305401.775,306264.9,12.57815546367468,12.62938348379955,12.632205692718777
878,2026-01-18,0.05416666666666667,-5.933333333333334,0.9166666666666666,255257.425,-1.6541666666666668,False,1,6,2026,878,290150.625,305401.775,12.450027824732137,12.57815546367468,12.62938348379955
879,2026-01-19,-0.6833333333333332,-10.916666666666666,0.2625,266559.125,-3.779166666666667,True,1,0,2026,879,255257.425,290150.625,12.493351355392202,12.450027824732137,12.57815546367468
880,2026-01-20,-3.1833333333333336,-12.520833333333334,-2.6833333333333336,271916.025,-6.129166666666667,True,1,1,2026,880,266559.125,255257.425,12.51324856599307,12.493351355392202,12.450027824732137
881,2026-01-21,-2.4875000000000003,-11.858333333333334,-4.141666666666667,284242.5,-6.1625000000000005,True,1,2,2026,881,271916.025,266559.125,12.557583026040412,12.51324856599307,12.493351355392202
882,2026-01-22,-4.479166666666667,-12.870833333333332,-6.645833333333333,297667.55,-7.99861111111111,True,1,3,2026,882,284242.5,271916.025,12.60373253871132,12.557583026040412,12.51324856599307
883,2026-01-23,-7.758333333333333,-19.770833333333332,-9.612499999999999,308550.725,-12.380555555555555,True,1,4,2026,883,297667.55,284242.5,12.639641533446662,12.60373253871132,12.557583026040412
884,2026-01-24,-8.025,-19.849999999999998,-10.387500000000001,300317.35,-12.754166666666668,False,1,5,2026,884,308550.725,297667.55,12.612595027860253,12.639641533446662,12.60373253871132
885,2026-01-25,-7.4375,-15.262500000000001,-10.758333333333333,294567.825,-11.152777777777779,False,1,6,2026,885,300317.35,308550.725,12.59326456116023,12.612595027860253,12.639641533446662
886,2026-01-26,-6.895833333333333,-13.695833333333333,-9.393749999999999,300614.775,-9.995138888888889,True,1,0,2026,886,294567.825,300317.35,12.613584906789713,12.59326456116023,12.612595027860253
887,2026-01-27,-7.604166666666667,-15.9625,-8.2125,299302.175,-10.593055555555557,True,1,1,2026,887,300614.775,294567.825,12.609208960770617,12.613584906789713,12.59326456116023
888,2026-01-28,-10.454166666666667,-17.891666666666666,-10.166666666666666,311351.075,-12.837499999999999,True,1,2,2026,888,299302.175,300614.775,12.648676413000596,12.609208960770617,12.613584906789713
889,2026-01-29,-10.968421052631578,-19.789473684210527,-12.810526315789474,319389.6,-14.52280701754386,True,1,3,2026,889,311351.075,299302.175,12.674166953180954,12.648676413000596,12.609208960770617
890,2026-01-30,-14.285714285714286,-26.37142857142857,-16.48095238095238,330899.0857142857,-19.046031746031748,True,1,4,2026,890,319389.6,311351.075,12.709568730878644,12.674166953180954,12.648676413000596
891,2026-01-31,-15.442105263157893,-28.210526315789473,-21.68421052631579,341574.18947368424,-21.778947368421054,False,1,5,2026,891,330899.0857142857,319389.6,12.741320180295096,12.709568730878644,12.674166953180954
892,2026-02-01,-16.976470588235294,-18.705882352941178,-22.305882352941175,345117.5294117647,-19.329411764705885,False,2,6,2026,892,341574.18947368424,330899.0857142857,12.751640302962,12.741320180295096,12.709568730878644
893,2026-02-02,-16.04090909090909,-11.968181818181819,-23.468181818181815,342478.33636363636,-17.159090909090907,True,2,0,2026,893,345117.5294117647,341574.18947368424,12.743963683190925,12.751640302962,12.741320180295096
894,2026-02-03,-13.365217391304347,-14.64782608695652,-20.59565217391304,336162.4695652174,-16.202898550724637,True,2,1,2026,894,342478.33636363636,345117.5294117647,12.725349862450038,12.743963683190925,12.751640302962
895,2026-02-04,-12.910526315789474,-13.484210526315788,-15.742105263157896,329563.7684210526,-14.045614035087718,True,2,2,2026,895,336162.4695652174,342478.33636363636,12.705525145068158,12.725349862450038,12.743963683190925
896,2026-02-05,-11.333333333333334,-18.474999999999998,-13.845833333333333,336122.925,-14.551388888888887,True,2,3,2026,896,329563.7684210526,336162.4695652174,12.725232220253487,12.705525145068158,12.725349862450038
897,2026-02-06,-14.177777777777777,-12.816666666666666,-16.044444444444444,329331.60000000003,-14.346296296296297,True,2,4,2026,897,336122.925,329563.7684210526,12.70482042489015,12.725232220253487,12.705525145068158
898,2026-02-07,-14.08095238095238,-10.90952380952381,-17.895238095238096,317592.2857142857,-14.295238095238096,False,2,5,2026,898,329331.60000000003,336122.925,12.668523718747425,12.70482042489015,12.725232220253487
899,2026-02-08,-10.90952380952381,-17.738095238095237,-15.399999999999999,313225.9428571429,-14.682539682539682,False,2,6,2026,899,317592.2857142857,329331.60000000003,12.65468007126851,12.668523718747425,12.70482042489015
900,2026-02-09,-6.891666666666667,-15.508333333333333,-5.8875,304553.475,-9.429166666666665,True,2,0,2026,900,313225.9428571429,317592.2857142857,12.626601966476992,12.65468007126851,12.668523718747425
901,2026-02-10,-5.256521739130435,-18.16521739130435,-8.330434782608695,298850.3217391304,-10.584057971014493,True,2,1,2026,901,304553.475,313225.9428571429,12.60769813084252,12.626601966476992,12.65468007126851
902,2026-02-11,-3.704166666666667,-20.866666666666667,-8.179166666666667,300902.025,-10.916666666666666,True,2,2,2026,902,298850.3217391304,304553.475,12.61453999240606,12.60769813084252,12.626601966476992
903,2026-02-12,-6.254166666666666,-24.141666666666666,-16.729166666666668,312425.55,-15.708333333333334,True,2,3,2026,903,300902.025,298850.3217391304,12.652121479774936,12.61453999240606,12.60769813084252
904,2026-02-13,-11.766666666666666,-21.400000000000002,-21.90416666666667,329964.9,-18.356944444444448,True,2,4,2026,904,312425.55,300902.025,12.706741564149286,12.652121479774936,12.61453999240606
